"","GK1","GK2","DEF1","DEF2","DEF3","DEF4","DEF5","MID1","MID2","MID3","MID4","MID5","FWD1","FWD2","FWD3","Points","Cost","OK"
"Player795","Ederson","Alisson","Lindelöf","Jonny","Evans","Chilwell","Egan","Son","Lundstram","Trossard","Barnes","Grealish","Jiménez","Martial","Ings",2160,99,TRUE
"Player712","Guaita","Pope","Baldock","Aurier","Basham","Stevens","Alexander-Arnold","Almirón","Bernardo Silva","Grealish","McNeil","Sterling","Calvert-Lewin","Abraham","Ayew",2160,98,TRUE
"Player622","Guaita","Pope","Pieters","Alexander-Arnold","Evans","Pereira","Jonny","Grealish","McArthur","Rice","Henderson","De Bruyne","Vardy","Ayew","Wood",2159,96.5,TRUE
"Player190","Pope","Henderson","Fredericks","Aurier","Alexander-Arnold","Coady","Walker","Lundstram","Mahrez","Westwood","McGinn","Rice","Martial","Ings","Richarlison",2159,95,TRUE
"Player412","Patrício","Schmeichel","Aurier","Dunk","Alexander-Arnold","Cresswell","Gomez","Dendoncker","Salah","Lundstram","Mahrez","Moutinho","Martial","Richarlison","McBurnie",2159,99,TRUE
"Player552","Schmeichel","Henderson","O'Connell","Lascelles","Webster","Robertson","Egan","Wijnaldum","Dendoncker","De Bruyne","Noble","Maddison","Vardy","Richarlison","Jiménez",2159,97.5,TRUE
"Player543","Pickford","de Gea","Baldock","van Dijk","Dunk","Doherty","Alexander-Arnold","Neves","Zaha","Pérez","Mount","Aubameyang","Wood","Lacazette","Ayew",2159,100,TRUE
"Player678","Henderson","de Gea","Egan","van Dijk","Azpilicueta","Alexander-Arnold","Coady","Salah","Maddison","Son","Noble","Trézéguet","Calvert-Lewin","Joelinton","Abraham",2159,100,TRUE
"Player778","Ryan","Schmeichel","Taylor","Fernández","Alexander-Arnold","Basham","Otamendi","Noble","Norwood","Neves","De Bruyne","Salah","Abraham","Ings","Ayew",2159,98,TRUE
"Player744","Patrício","Schmeichel","Aké","Stevens","Wan-Bissaka","Robertson","Alexander-Arnold","Maddison","Milivojevic","De Bruyne","Hayden","Rice","Richarlison","Antonio","Martial",2159,100,TRUE
"Player366","Pope","Henderson","Doherty","Stevens","Aké","Alexander-Arnold","Gomez","Neves","Almirón","McArthur","De Bruyne","Trossard","Firmino","Ayew","Ings",2159,99.5,TRUE
"Player805","Guaita","Henderson","Dunk","Aké","Doherty","Basham","O'Connell","Greenwood","De Bruyne","Grealish","Henderson","Rice","Calvert-Lewin","Jiménez","Vardy",2159,99,TRUE
"Player534","Patrício","Guaita","Baldock","Coady","Chilwell","Mee","Mina","Lundstram","Aubameyang","Douglas Luiz","De Bruyne","Barnes","Ayew","Abraham","Ings",2158,100,TRUE
"Player341","Schmeichel","Pickford","Egan","Mee","Alexander-Arnold","Webster","Stevens","Salah","Rodrigo","Dendoncker","Ndidi","Barnes","Richarlison","Martial","Jiménez",2158,98,TRUE
"Player328","Schmeichel","Pope","van Dijk","Doherty","Stephens","Robertson","Ward","Trossard","Mount","Westwood","Aubameyang","Norwood","Vardy","Joelinton","Jiménez",2158,100,TRUE
"Player516","Lloris","McCarthy","Dunk","Doherty","Alexander-Arnold","Pieters","Pereira","De Bruyne","Lundstram","Grealish","Saint-Maximin","Traoré","Jiménez","Richarlison","Calvert-Lewin",2158,98.5,TRUE
"Player630","Pope","Patrício","Chilwell","Basham","Maguire","Stevens","Dunk","Traoré","Mané","Shelvey","Lundstram","Henderson","Wood","Abraham","Martial",2158,95.5,TRUE
"Player19","Dubravka","Ryan","Mina","Stevens","Doherty","Ogbonna","Maguire","De Bruyne","Norwood","Rice","Bernardo Silva","Mahrez","Wood","Vardy","Ings",2158,99.5,TRUE
"Player523","Patrício","Pope","van Dijk","Pereira","Walker","Robertson","Alexander-Arnold","McTominay","Lundstram","Norwood","Shelvey","Rodrigo","Richarlison","Abraham","Ings",2158,94.5,TRUE
"Player998","Pickford","Ryan","Ward","Doherty","Azpilicueta","Webster","Basham","Mount","Son","Pérez","Mahrez","Rashford","Wood","Martial","Ings",2158,100,TRUE
"Player734","Pope","Leno","Alderweireld","Jonny","van Dijk","Fredericks","Mina","Noble","Traoré","Henderson","De Bruyne","Moutinho","Vardy","Ings","Martial",2157,99.5,TRUE
"Player956","de Gea","Dubravka","Azpilicueta","Digne","Alexander-Arnold","Baldock","Tarkowski","Moutinho","Fleck","Almirón","McNeil","Tielemans","Firmino","Ings","Vardy",2157,99,TRUE
"Player642","Henderson","Pope","Coady","Maguire","Alexander-Arnold","Webster","Egan","De Bruyne","Traoré","Zaha","McGinn","Norwood","Calvert-Lewin","Vardy","Wood",2157,97.5,TRUE
"Player27","Patrício","Dubravka","Lascelles","van Aanholt","Alexander-Arnold","Maguire","Tarkowski","Neves","Armstrong","McNeil","Henderson","De Bruyne","Richarlison","Martial","Abraham",2157,97.5,TRUE
"Player93","Patrício","Guaita","O'Connell","Alexander-Arnold","Pereira","Tarkowski","Maguire","Pulisic","Mahrez","Shelvey","Barnes","Moutinho","Rodriguez","Vardy","Jiménez",2157,99.5,TRUE
"Player633","McCarthy","Pope","Tarkowski","Dunk","Mings","Alexander-Arnold","van Dijk","Trossard","De Bruyne","Ward-Prowse","Noble","Pérez","Ayew","Richarlison","Maupay",2157,95,TRUE
"Player663","Patrício","Henderson","Saïss","Coady","O'Connell","Dunk","Alexander-Arnold","Ndidi","Barnes","Pulisic","Fabinho","De Bruyne","Richarlison","Martial","Wood",2157,99.5,TRUE
"Player813","Henderson","Ryan","Lindelöf","Boly","O'Connell","Webster","Alexander-Arnold","Son","De Bruyne","Zaha","Ward-Prowse","Norwood","Ayew","Ings","Firmino",2157,100,TRUE
"Player740","Schmeichel","Ryan","Coady","Tarkowski","Alexander-Arnold","Alonso","Egan","Pröpper","De Bruyne","Pépé","Hayden","Traoré","Martial","Ings","Calvert-Lewin",2157,99.5,TRUE
"Player75","Leno","Pope","Lascelles","Walker","Bardsley","van Dijk","Doherty","McArthur","De Bruyne","Norwood","Zaha","Armstrong","Jiménez","Vardy","Martial",2157,100,TRUE
"Player629","Patrício","Ederson","Söyüncü","Baldock","O'Connell","Gomez","Mee","Noble","Saint-Maximin","Westwood","Salah","De Bruyne","Ings","Ayew","Richarlison",2156,100,TRUE
"Player531","Henderson","Patrício","Robertson","David Luiz","Dunk","Alexander-Arnold","Baldock","Grealish","Aubameyang","Shelvey","Kouyaté","Traoré","Wood","Jiménez","Mousset",2156,98.5,TRUE
"Player127","Dubravka","Ryan","Evans","Walker","Otamendi","Jonny","Alexander-Arnold","Salah","Moutinho","Almirón","Westwood","Mahrez","Abraham","Jiménez","Calvert-Lewin",2156,99.5,TRUE
